1489165464205,10,24,-31,0,10,21,2,0,0,8,0,0,0,8,32171,6,-6,15,8,-5,2,8,0,8,3,-19,3,0,8,6,0,0,6,8,9,5,-24,8,8,0,5,0,8,31928,3289,14933,-827
1489165464403,10,24,-31,0,10,21,2,0,0,8,0,0,0,8,32150,6,-4,15,8,-5,2,8,0,8,3,-17,3,0,8,6,0,0,6,8,9,5,-24,8,8,0,5,0,8,31941,3336,17330,-885
1489165464602,10,24,-31,0,10,21,2,0,0,8,0,0,0,8,32114,6,-4,15,8,-5,2,8,0,8,3,-17,3,0,8,6,0,0,6,8,9,5,-24,8,8,0,5,0,8,31882,3363,17473,-788
1489165464803,10,24,-31,0,10,21,2,0,0,8,0,0,0,8,32111,6,-4,15,8,-5,2,8,0,8,3,-17,3,0,8,6,0,0,6,8,9,5,-24,8,8,0,5,0,8,32005,3361,17374,-912
1489165465003,10,24,-31,0,10,21,2,0,0,8,0,0,0,8,32051,6,-4,15,8,-5,2,8,0,8,3,-17,3,0,8,6,0,0,6,8,9,5,-24,8,8,0,5,0,8,31938,3426,17484,-835
1489165465202,10,24,-31,0,10,21,2,0,0,8,0,0,0,8,32152,6,-4,15,8,-5,2,8,0,8,3,-17,3,0,8,6,0,0,6,8,9,5,-24,8,8,0,5,0,8,31921,3313,17389,-814
1489165465403,10,24,-31,0,10,21,2,0,0,8,0,0,0,8,32015,6,-4,15,8,-5,2,8,0,8,3,-17,3,0,8,6,0,0,6,8,9,5,-24,8,8,0,5,0,8,31980,3453,17373,-891
1489165465603,10,24,-31,0,10,21,2,0,0,8,0,0,0,8,32096,6,-4,15,8,-5,2,8,0,8,3,-17,3,0,8,6,0,0,6,8,9,5,-24,8,8,0,5,0,8,32015,3375,17288,-916
1489165465804,10,24,-31,0,10,21,2,0,0,8,0,0,0,8,32084,6,-4,15,8,-5,2,8,0,8,3,-17,3,0,8,6,0,0,6,8,9,5,-24,8,8,0,5,0,8,31817,3386,17272,-729
1489165466004,10,24,-31,0,10,21,2,0,0,8,0,0,0,8,32173,6,-4,15,8,-5,2,8,0,8,3,-17,3,0,8,6,0,0,6,8,9,5,-24,8,8,0,5,0,8,31926,3307,17244,-824
1489165466204,10,24,-31,0,10,21,2,0,0,8,0,0,0,8,32002,6,-4,15,8,-5,2,8,0,8,3,-17,3,0,8,6,0,0,6,8,9,5,-24,8,8,0,5,0,8,31997,3486,17273,-880
1489165466403,10,24,-31,0,10,21,2,0,0,8,0,0,0,8,32012,6,-4,15,8,-5,2,8,0,8,3,-17,3,0,8,6,0,0,6,8,9,5,-24,8,8,0,5,0,8,31875,3471,17293,-794
1489165466603,10,24,-31,0,10,21,2,0,0,8,0,0,0,8,32174,6,-4,15,8,-5,2,8,0,8,3,-17,3,0,8,6,0,0,6,8,9,5,-24,8,8,0,5,0,8,32005,3293,17182,-900
1489165466804,10,24,-31,0,10,21,2,0,0,8,0,0,0,8,32133,6,-4,15,8,-5,2,8,0,8,3,-17,3,0,8,6,0,0,6,8,9,5,-24,8,8,0,5,0,8,31881,3341,17252,-790
1489165467004,10,24,-31,0,10,21,2,0,0,8,0,0,0,8,32114,6,-4,15,8,-5,2,8,0,8,3,-17,3,0,8,6,0,0,6,8,9,5,-24,8,8,0,5,0,8,31990,3372,17184,-896
1489165467205,10,24,-31,0,10,21,2,0,0,8,0,0,0,8,32191,6,-4,15,8,-5,2,8,0,8,3,-17,3,0,8,6,0,0,6,8,9,5,-24,8,8,0,5,0,8,31978,3285,17272,-868
1489165467404,10,24,-31,0,10,21,2,0,0,8,0,0,0,8,32109,6,-4,15,8,-5,2,8,0,8,3,-17,3,0,8,6,0,0,6,8,9,5,-24,8,8,0,5,0,8,31752,3372,17202,-652
