1489165464205,102,102,102,102,102,101,101,101,97,97,97,102,99,96,100,102,102,102,98,101,101,101,98,102,102,102,98,98,101,101,98,97,98,98,102,102,102,102,102,102,97,98,98,100,813408,813129,813437
1489165464403,102,102,102,102,102,101,101,101,97,97,100,102,99,96,100,102,102,102,98,101,101,101,98,102,102,102,98,98,101,101,98,97,98,98,102,102,102,102,102,102,97,98,98,100,813409,813109,813437
1489165464602,102,102,102,102,102,101,101,101,97,97,97,102,99,96,100,102,102,102,98,101,101,101,98,102,102,102,98,98,101,101,98,97,98,98,102,102,102,102,102,102,97,98,98,100,813408,813108,813437
1489165464803,102,102,102,102,102,101,101,101,97,97,97,102,99,96,100,102,102,102,98,101,101,101,98,102,102,102,98,98,101,101,98,97,98,98,102,102,102,102,102,102,97,98,98,100,813408,813105,813437
1489165465003,102,102,102,102,102,101,101,101,97,97,97,102,99,96,100,102,102,102,98,101,101,101,98,102,102,102,98,98,101,101,98,97,98,98,102,102,102,102,102,102,97,98,98,100,813407,813096,813436
1489165465203,102,102,102,102,102,101,101,101,97,97,97,102,99,96,100,102,102,102,98,101,101,101,98,102,102,102,98,98,101,101,98,97,98,98,102,102,102,102,102,102,97,98,98,100,813406,813093,813436
1489165465403,102,102,102,102,102,101,101,101,97,97,97,102,99,96,100,102,102,102,98,101,101,101,98,102,102,102,98,98,101,101,98,97,98,98,102,102,102,102,102,102,97,98,98,100,813406,813093,813436
1489165465603,102,102,102,102,102,101,101,101,97,97,97,102,99,96,100,102,102,102,98,101,101,101,98,102,102,102,98,98,101,101,98,97,98,98,102,102,102,102,102,102,97,98,98,100,813407,813091,813435
1489165465804,102,102,102,102,102,101,101,101,97,97,97,102,99,96,100,102,102,102,98,101,101,101,98,102,102,102,98,98,101,101,98,97,98,98,102,102,102,102,102,102,97,98,98,100,813407,813086,813436
1489165466004,102,102,102,102,102,101,101,101,97,97,97,102,99,99,100,102,102,102,98,101,101,101,98,102,102,102,98,98,101,101,98,97,98,98,102,102,102,102,102,102,97,98,98,100,813407,813083,813364
1489165466204,102,102,102,102,102,101,101,101,97,97,97,102,99,99,100,102,102,102,98,101,101,101,98,102,102,102,98,98,101,101,98,97,98,98,102,102,102,102,102,102,97,98,98,100,813407,813079,813436
