165,99,0,0,95,0,0,0,0,0,0,0,0,0
346,99,0,0,101,0,0,0,0,0,0,0,0,0
548,100,0,0,102,0,0,0,0,0,0,0,0,0
744,100,0,0,95,0,0,0,0,0,0,0,0,0
959,100,0,0,102,0,0,0,0,0,0,0,0,0
1142,100,0,0,100,0,0,0,0,0,0,0,0,0
1334,99,0,0,96,0,0,0,0,0,0,0,0,0
1548,99,0,0,103,0,0,0,0,0,0,0,0,0
1749,99,0,0,99,0,0,0,0,0,0,0,0,0
1957,99,0,0,97,0,0,0,0,0,0,0,0,0
2148,100,0,0,104,0,0,0,0,0,0,0,0,0
2337,100,0,0,97,0,0,0,0,0,0,0,0,0
2534,100,0,0,98,0,0,0,0,0,0,0,0,0
2739,100,0,0,103,0,0,0,0,0,0,0,0,0
2940,99,0,0,96,0,0,0,0,0,0,0,0,0
3143,99,0,0,100,0,0,0,0,0,0,0,0,0
3331,99,0,0,102,0,0,0,0,0,0,0,0,0
3532,99,0,0,95,0,0,0,0,0,0,0,0,0
3734,100,0,0,102,0,0,0,0,0,0,0,0,0
3943,100,0,0,101,0,0,0,0,0,0,0,0,0
4132,100,0,0,95,0,0,0,0,0,0,0,0,0
4333,100,0,0,103,0,0,0,0,0,0,0,0,0
4532,99,0,0,99,0,0,0,0,0,0,0,0,0
4740,99,0,0,96,0,0,0,0,0,0,0,0,0
4935,99,0,0,103,0,0,0,0,0,0,0,0,0
5144,99,0,0,98,0,0,0,0,0,0,0,0,0
5349,99,0,0,97,0,0,0,0,0,0,0,0,0
5534,100,0,0,0,0,0,0,0,0,0,0,0,0
5732,100,0,0,0,0,0,0,0,0,0,0,0,0
5943,100,0,0,0,0,0,0,0,0,0,0,0,0
6138,100,0,0,0,0,0,0,0,0,0,0,0,0
6344,99,0,0,0,0,0,0,0,0,0,0,0,0
6533,99,0,0,0,0,0,0,0,0,0,0,0,0
6741,99,0,0,0,0,0,0,0,0,0,0,0,0
6932,99,0,0,0,0,0,0,0,0,0,0,0,0
7136,100,0,0,0,0,0,0,0,0,0,0,0,0
7338,100,0,0,0,0,0,0,0,0,0,0,0,0
7547,100,0,0,0,0,0,0,0,0,0,0,0,0
7733,100,0,0,0,0,0,0,0,0,0,0,0,0
7932,99,0,0,0,0,0,0,0,0,0,0,0,0
8139,99,0,0,0,0,0,0,0,0,0,0,0,0
8337,99,0,0,0,0,0,0,0,0,0,0,0,0
8531,99,0,0,0,0,0,0,0,0,0,0,0,0
8750,100,0,0,0,0,0,0,0,0,0,0,0,0
8949,100,0,0,0,0,0,0,0,0,0,0,0,0
9142,100,0,0,0,0,0,0,0,0,0,0,0,0
9335,100,0,0,0,0,0,0,0,0,0,0,0,0
9545,99,0,100,103,100,0,0,0,0,0,0,0,0
9757,99,0,100,100,100,0,0,0,0,0,0,0,0
9949,99,0,100,100,100,0,0,0,0,0,0,0,0
10139,99,0,100,100,100,0,0,0,0,0,0,0,0
10341,99,0,100,100,100,0,0,0,0,0,0,0,0
10686,100,0,100,100,100,0,0,0,0,0,0,0,0
10764,100,0,100,100,100,0,0,0,0,0,0,0,0
10931,100,0,100,100,100,0,0,0,0,0,0,0,0
11134,100,0,100,100,100,0,0,0,0,0,0,0,0
11332,99,0,100,100,100,0,0,0,0,0,0,0,0
11540,99,0,100,100,100,0,0,0,0,0,0,0,0
11740,99,0,100,100,100,0,0,0,0,0,0,0,0
11935,99,0,100,100,100,0,0,0,0,0,0,0,0
12244,100,0,100,100,100,0,0,0,0,0,0,0,0
12385,100,0,100,100,100,0,0,0,0,0,0,0,0
12543,100,0,100,100,100,0,0,0,0,0,0,0,0
12739,100,0,100,100,100,0,0,0,0,0,0,0,0
12945,99,0,100,100,100,0,0,0,0,0,0,0,0
13132,99,0,100,100,100,0,0,0,0,0,0,0,0
13348,99,0,100,100,100,0,0,0,0,0,0,0,0
13588,99,0,100,100,100,0,0,0,0,0,0,0,0
13910,100,100,100,100,100,100,100,100,100,0,0,0,0
13940,100,100,100,100,100,100,100,100,100,0,0,0,0
14145,100,100,100,100,100,100,100,100,100,0,0,0,0
14334,100,100,100,100,100,100,100,100,100,0,0,0,0
14537,99,100,100,100,100,100,100,100,100,0,0,0,0
14738,99,100,100,100,100,100,100,100,100,0,0,0,0
14942,99,100,100,100,100,100,100,100,100,0,0,0,0
15147,99,100,100,100,100,100,100,100,100,0,0,0,0
15341,99,100,100,100,100,100,100,100,100,0,0,0,0
15550,100,100,100,100,100,100,100,100,100,0,0,0,0
15735,100,100,100,100,100,100,100,100,100,0,0,0,0
15942,100,100,100,100,100,100,100,100,100,0,0,0,0
16144,100,100,99,100,100,100,100,100,100,0,0,0,0
16333,99,100,99,100,100,100,100,100,100,0,0,0,0
16533,99,100,99,100,100,100,100,100,100,0,0,0,0
16732,99,100,99,100,99,100,100,100,100,0,0,0,0
16932,99,100,99,100,100,100,100,100,100,0,0,0,0
17135,100,100,99,100,100,100,100,100,100,0,0,0,0
17345,100,100,99,100,100,100,100,100,100,0,0,0,0
17533,100,100,100,100,100,100,100,100,100,0,0,0,2
17744,100,99,99,99,99,98,98,98,98,98,98,98,26
17932,99,99,99,99,99,98,98,98,98,98,98,98,63
18134,99,99,99,99,99,98,98,98,98,98,98,98,91
18340,99,99,99,99,99,98,98,98,98,98,98,98,93
18546,99,99,99,99,99,98,98,98,98,98,98,98,124
18745,100,99,99,99,99,98,98,98,98,98,98,98,134
18935,100,99,99,99,99,98,98,98,98,98,98,98,164
19135,100,99,99,99,99,98,98,98,98,98,98,98,174
19339,100,99,99,99,99,98,98,98,98,98,98,98,224
19543,99,99,99,99,99,98,98,98,98,98,98,98,229
19733,99,99,99,99,99,98,98,98,98,98,98,98,227
19933,99,99,99,99,99,98,98,98,98,98,98,98,227
20151,99,99,99,99,99,98,98,98,98,98,98,98,227
20336,99,99,99,99,99,98,98,98,98,98,98,98,227
20545,100,99,99,99,99,98,98,98,98,98,98,98,227
20745,100,99,99,99,99,98,98,98,98,98,98,98,228
20933,100,99,99,99,99,98,98,98,98,98,98,98,228
21135,100,99,99,99,99,98,98,98,98,98,98,98,228
21339,99,99,99,99,99,98,98,98,98,98,98,98,228
21539,99,99,99,99,99,98,98,98,98,98,98,98,228
21741,99,99,99,99,99,96,96,96,96,94,94,94,228
21933,99,99,99,99,99,96,96,96,96,94,95,95,228
22147,100,99,99,99,99,96,96,96,96,95,95,95,228
22335,100,99,99,99,99,96,96,96,96,95,95,95,228
22534,100,99,99,99,99,96,96,96,96,95,95,95,228
22737,100,99,99,99,99,96,96,96,96,95,95,95,228
22945,99,99,99,99,99,96,96,96,96,94,95,95,228
23133,99,99,99,99,99,96,96,96,96,94,94,94,228
23334,99,99,99,99,99,96,96,96,96,94,94,94,228
23532,99,99,99,99,99,96,96,96,96,94,94,94,228
23743,100,99,99,99,99,96,96,96,96,94,94,94,228
23940,100,99,99,99,99,96,96,96,96,94,94,94,228
24133,100,99,99,99,99,96,96,96,96,94,94,94,228
24348,100,99,99,99,99,96,96,96,96,94,94,94,228
24537,99,99,99,99,99,96,96,96,96,94,94,94,228
24737,99,99,99,99,99,96,96,96,96,94,94,94,228
24938,99,99,99,99,99,96,96,96,96,94,95,95,228
25143,99,99,99,99,99,96,96,96,96,94,95,95,228
25334,99,99,99,99,99,96,96,96,96,95,95,95,228
25535,100,99,99,99,99,96,96,96,96,95,95,95,228
25737,100,99,99,99,99,95,95,95,95,92,92,92,228
25937,100,99,99,99,99,95,95,95,95,92,92,92,228
26141,100,99,99,99,99,95,95,95,95,92,92,92,228
26358,99,98,99,99,99,94,94,94,94,92,92,92,228
26550,99,98,98,99,98,94,94,94,94,92,92,92,228
26739,99,98,98,99,98,94,94,94,94,92,92,92,228
26936,99,98,98,99,98,94,94,94,94,92,92,92,228
27143,100,98,98,99,98,94,94,94,94,92,92,92,228
27343,100,98,98,99,98,94,94,94,94,92,92,92,228
27531,100,98,98,99,98,94,94,94,94,92,92,92,228
27732,100,98,98,99,98,94,94,94,94,92,92,92,228
27936,99,98,98,99,98,94,94,94,94,92,92,92,228
28140,99,98,98,99,98,94,94,94,94,92,92,92,228
28341,99,98,98,99,98,94,94,94,94,92,92,92,228
28546,99,98,98,99,98,94,94,94,94,92,92,92,228
28748,100,98,98,99,98,94,94,94,94,92,92,92,228
28934,100,98,98,99,98,94,94,94,94,92,92,92,228
29138,100,98,98,99,98,94,94,94,94,92,92,92,228
29342,100,98,98,99,98,94,94,94,94,92,92,92,228
29542,99,98,99,99,99,94,94,94,94,92,92,92,228
29733,99,98,98,98,98,91,91,91,91,87,87,87,228
29950,99,98,98,98,98,91,91,91,91,87,87,87,228
30135,99,98,98,98,98,91,91,91,91,87,87,87,228
30332,99,98,98,98,98,91,91,91,91,87,87,87,228
