165,0
346,0
548,0
744,0
959,0
1142,0
1334,0
1548,0
1749,0
1957,0
2148,0
2337,0
2534,0
2739,0
2940,0
3143,0
3331,0
3532,0
3734,0
3943,0
4132,0
4333,0
4532,0
4740,0
4935,0
5144,0
5349,0
5534,0
5732,0
5943,0
6138,0
6344,0
6533,0
6741,0
6932,0
7136,0
7338,0
7547,0
7733,0
7932,0
8139,0
8337,0
8531,0
8750,0
8949,0
9142,0
9335,0
9545,0
9757,0
9949,0
10139,0
10341,0
10686,0
10764,0
10931,0
11134,0
11332,0
11540,0
11740,0
11935,0
12244,0
12385,0
12543,0
12739,0
12945,0
13132,0
13348,0
13588,0
13910,3
13940,3
14145,3
14334,3
14537,3
14738,3
14942,3
15147,3
15341,3
15550,3
15735,3
15942,3
16144,3
16333,3
16533,3
16732,3
16932,3
17135,3
17345,3
17533,3
17744,3
17932,3
18134,3
18340,3
18546,3
18745,3
18935,3
19135,3
19339,3
19543,3
19733,3
19933,3
20151,3
20336,3
20545,3
20745,3
20933,3
21135,3
21339,3
21539,3
21741,3
21933,3
22147,3
22335,3
22534,3
22737,3
22945,3
23133,3
23334,3
23532,3
23743,3
23940,3
24133,3
24348,3
24537,3
24737,3
24938,3
25143,3
25334,3
25535,3
25737,3
25937,3
26141,3
26358,3
26550,3
26739,3
26936,3
27143,3
27343,3
27531,3
27732,3
27936,3
28140,3
28341,3
28546,3
28748,3
28934,3
29138,3
29342,3
29542,3
29733,3
29950,3
30135,3
30332,3
30543,3
30746,3
30949,3
31132,3
31333,3
31535,3
31740,3
31945,3
32131,3
32333,3
32531,3
32747,3
32939,3
33148,3
33350,3
33531,3
33734,0
33937,0
34147,0
34333,0
34550,0
34738,0
34944,0
35141,0
35334,0
35534,0
35733,0
35934,0
36138,0
36343,0
36547,0
36732,0
36934,0
37139,0
37337,0
37549,0
37736,3
37952,3
38138,3
38343,3
38544,3
38749,3
38948,3
39135,3
39341,3
39537,3
39744,3
39934,3
40131,3
40331,3
40537,3
40738,3
40949,3
41148,3
41333,3
41533,3
41735,3
41940,3
42147,3
42349,3
42536,3
42735,3
42937,3
43147,3
43334,3
43534,3
43738,3
43938,3
44144,3
44333,3
44534,3
44732,3
44943,3
45136,3
45346,3
45542,3
45742,3
45937,3
46137,3
46342,3
46532,3
46734,3
46950,3
47136,3
47343,3
47546,3
47732,3
47931,3
48141,3
48341,3
48543,3
48732,3
48951,3
49132,3
49340,3
49543,3
49741,3
49934,3
50134,3
50338,3
50537,3
50742,3
50947,3
51151,3
51351,3
51545,3
51738,3
51944,3
52135,3
52334,3
52538,3
52739,3
52947,3
53134,3
53335,3
53536,3
53737,3
53939,3
54150,3
54350,3
54553,3
54732,3
54942,3
55139,3
55349,3
55533,3
55737,3
55938,3
56135,3
56338,3
56546,3
56734,3
56935,3
57139,3
57342,3
57546,3
57748,3
57935,3
58141,3
58336,3
58547,3
58746,3
58951,3
59134,3
59337,3
59543,3
59743,3
59935,3
60149,3
60382,3
60722,3
60972,3
61223,3
61461,3
61667,3
61889,3
62092,3
62112,3
62280,3
62495,3
62570,3
62737,3
62942,3
63147,3
63334,3
63550,3
63739,3
63943,3
64140,3
64334,3
64532,3
64735,3
64935,3
65145,3
65349,3
65535,3
65735,3
65941,3
66285,3
66623,3
66870,3
66884,3
66970,3
67141,3
67344,3
67538,3
67739,3
67936,3
68137,3
68339,3
68542,3
68745,3
68937,3
69132,3
69338,3
69540,3
69739,3
69950,3
70141,3
70339,3
70540,3
70742,3
70951,3
71149,3
71351,3
71551,3
71738,3
71938,3
72156,3
72348,3
72536,3
72736,3
72946,3
73132,3
73349,3
73549,3
73733,3
73939,3
74145,3
74345,3
74535,3
74740,3
74936,3
75138,3
75342,3
75548,3
75733,3
75939,3
76140,3
76338,3
76540,3
76747,3
76948,3
77133,3
77344,3
77545,3
77734,3
77933,3
78151,3
78340,3
78544,3
78744,3
78935,3
79137,3
79332,3
79542,3
79742,3
79947,3
80132,3
80340,3
80542,3
80742,3
80948,3
81150,3
81338,3
81537,3
81737,3
81940,3
82149,3
82335,3
82540,3
82736,3
82937,3
83145,3
83349,3
83536,3
83735,3
83941,3
84138,3
84353,3
84547,3
84741,3
84937,3
85143,3
85339,3
85550,3
85734,3
85940,3
86140,3
86344,3
86542,3
86748,3
86953,3
87141,3
87345,3
87543,3
87747,3
87933,3
88153,3
88337,3
88545,3
88744,3
88950,3
89136,3
89341,3
89538,3
89747,3
89942,3
90137,3
90335,3
90538,3
90751,3
90945,3
91148,3
91345,3
91533,3
91740,3
91946,3
92145,3
92350,3
92534,3
92740,3
92957,3
93147,3
93333,3
93545,3
93732,3
93941,3
94144,3
94349,3
94547,3
94736,3
94938,3
95137,2
95344,2
95551,2
95748,2
95940,2
96135,2
96346,2
96541,2
96752,2
96931,2
97140,2
97336,2
97547,2
97732,2
97951,2
98238,2
98404,2
98564,3
98751,3
98934,3
99134,3
99341,3
99548,3
99749,3
99945,3
1.0021e+005,3
1.0039e+005,3
1.0055e+005,3
1.0075e+005,3
1.0095e+005,3
1.0115e+005,3
1.0134e+005,3
1.0154e+005,3
1.0174e+005,3
1.0195e+005,3
1.0213e+005,3
1.0235e+005,3
1.0254e+005,3
1.0273e+005,3
1.0294e+005,3
1.0314e+005,3
1.0334e+005,3
1.0355e+005,3
1.0374e+005,3
1.0394e+005,3
1.0414e+005,3
1.0434e+005,3
1.0454e+005,3
1.0474e+005,3
1.0493e+005,3
1.0514e+005,3
1.0534e+005,3
1.0555e+005,3
1.0573e+005,3
1.0593e+005,3
1.0614e+005,3
1.0634e+005,3
1.0654e+005,3
1.0675e+005,3
1.0695e+005,3
1.0715e+005,3
1.0734e+005,3
1.0755e+005,3
1.0775e+005,3
1.0795e+005,3
1.0814e+005,3
1.0834e+005,3
1.0855e+005,3
1.0873e+005,3
1.0895e+005,3
1.0914e+005,3
1.0934e+005,3
1.0954e+005,3
1.0974e+005,3
1.0995e+005,3
1.1015e+005,3
1.1035e+005,3
1.1053e+005,3
1.1074e+005,3
1.1094e+005,3
1.1115e+005,3
1.1135e+005,3
1.1154e+005,3
1.1174e+005,3
1.1194e+005,3
1.1214e+005,3
1.1235e+005,3
1.1254e+005,3
1.1274e+005,3
1.1294e+005,3
1.1315e+005,3
1.1334e+005,3
1.1354e+005,3
1.1374e+005,3
1.1394e+005,3
1.1414e+005,3
1.1434e+005,3
1.1454e+005,3
1.1474e+005,3
1.1493e+005,3
1.1514e+005,3
1.1535e+005,3
1.1555e+005,3
1.1574e+005,3
1.1594e+005,3
1.1614e+005,3
1.1634e+005,3
1.1654e+005,3
1.1675e+005,3
1.1694e+005,3
1.1713e+005,3
1.1734e+005,3
1.1754e+005,3
1.1775e+005,3
1.1795e+005,3
1.1815e+005,3
1.1834e+005,3
1.1854e+005,3
1.1874e+005,3
1.1894e+005,3
1.1915e+005,2
1.1934e+005,2
1.1954e+005,2
1.1974e+005,2
1.1995e+005,2
1.2013e+005,2
1.2033e+005,2
1.2054e+005,2
1.2074e+005,2
1.2094e+005,2
1.2113e+005,2
1.2135e+005,2
1.2154e+005,2
1.2174e+005,2
1.2194e+005,2
1.2214e+005,2
1.2235e+005,2
1.2254e+005,2
1.2274e+005,2
1.2294e+005,2
1.2314e+005,2
1.2335e+005,2
1.2355e+005,3
1.2374e+005,3
1.2394e+005,3
1.2414e+005,3
1.2435e+005,3
1.2455e+005,3
1.2475e+005,3
1.2494e+005,3
1.2514e+005,3
1.2534e+005,3
1.2555e+005,3
1.2574e+005,3
1.2593e+005,3
1.2614e+005,3
1.2634e+005,3
1.2655e+005,3
1.2674e+005,3
1.2695e+005,3
1.2714e+005,3
1.2734e+005,3
1.2754e+005,3
1.2775e+005,3
1.2793e+005,3
1.2815e+005,3
1.2834e+005,3
1.2854e+005,3
1.2875e+005,3
1.2895e+005,3
1.2914e+005,3
1.2933e+005,3
1.2954e+005,3
1.2974e+005,3
1.2994e+005,3
1.3013e+005,3
1.3035e+005,3
1.3055e+005,3
1.3074e+005,3
1.3094e+005,3
1.3113e+005,3
1.3134e+005,3
1.3155e+005,3
1.3174e+005,3
1.3195e+005,3
1.3214e+005,3
1.3236e+005,3
1.3254e+005,3
1.3273e+005,3
1.3294e+005,3
1.3315e+005,3
1.3334e+005,3
1.3355e+005,3
1.3373e+005,3
1.3394e+005,3
1.3414e+005,3
1.3434e+005,3
1.3453e+005,3
1.3475e+005,3
1.3494e+005,3
1.3514e+005,3
1.3534e+005,3
1.3555e+005,3
1.3575e+005,3
1.3595e+005,3
1.3613e+005,3
1.3634e+005,3
1.3654e+005,3
1.3673e+005,3
1.3694e+005,3
1.3715e+005,3
1.3734e+005,3
1.3754e+005,3
1.3773e+005,3
1.3795e+005,3
1.3813e+005,3
1.3833e+005,3
1.3854e+005,3
1.3873e+005,3
1.3893e+005,3
1.3915e+005,3
1.3935e+005,3
1.3954e+005,3
1.3974e+005,3
1.3993e+005,3
1.4014e+005,3
1.4033e+005,3
1.4054e+005,3
1.4073e+005,3
1.4094e+005,3
1.4114e+005,3
1.4133e+005,3
1.4155e+005,3
1.4174e+005,3
1.4194e+005,3
1.4214e+005,3
1.4233e+005,3
1.4253e+005,3
1.4274e+005,3
1.4294e+005,3
1.4314e+005,3
1.4334e+005,3
1.4354e+005,3
1.4373e+005,3
1.4394e+005,3
1.4414e+005,3
1.4436e+005,3
1.4454e+005,3
1.4475e+005,3
1.4493e+005,3
1.4514e+005,3
1.4534e+005,3
1.4554e+005,3
1.4575e+005,3
1.4595e+005,3
1.4613e+005,3
1.4635e+005,3
1.4655e+005,3
1.4675e+005,3
1.4695e+005,3
1.4713e+005,3
1.4734e+005,3
1.4754e+005,3
1.4775e+005,3
1.4796e+005,3
1.4815e+005,3
1.4834e+005,3
1.4854e+005,3
1.4875e+005,3
1.4895e+005,3
1.4915e+005,3
1.4933e+005,0
1.4954e+005,0
1.4974e+005,0
1.4994e+005,0
1.5014e+005,0
1.5033e+005,0
1.5054e+005,0
1.5074e+005,0
1.5094e+005,0
1.5113e+005,0
1.5134e+005,0
1.5153e+005,0
1.5174e+005,0
1.5194e+005,0
1.5214e+005,0
1.5234e+005,0
1.5278e+005,0
1.528e+005,0
1.5294e+005,0
1.5314e+005,0
1.5335e+005,0
1.5353e+005,0
1.5374e+005,0
1.5394e+005,0
1.5415e+005,0
1.5435e+005,0
