1487300509440,0,0,0,0,0,0,0,0,0,0,0
1487300509643,0,0,0,0,0,0,0,0,0,0,0
1487300509843,0,0,0,0,0,0,0,0,0,0,0
1487300510044,0,0,0,0,0,0,0,0,0,0,0
1487300510244,0,0,0,0,0,0,0,0,0,0,0
1487300510443,0,0,0,0,0,0,0,0,0,0,0
1487300510643,0,0,0,0,0,0,0,0,0,0,0
1487300510844,0,0,0,0,0,0,0,0,0,0,0
1487300511044,0,0,0,0,0,0,0,0,0,0,0
1487300511244,0,0,0,0,0,0,0,0,0,0,0
1487300511444,0,0,0,0,0,0,0,0,0,0,0
1487300511644,0,0,0,0,0,0,0,0,0,0,0
1487300511844,0,0,0,0,0,0,0,0,0,0,0
1487300512043,0,0,0,0,0,0,0,0,0,0,0
1487300512244,0,0,0,0,0,0,0,0,0,0,0
1487300512444,0,0,0,0,0,0,0,0,0,0,0
1487300512644,0,0,0,0,0,0,0,0,0,0,0
1487300512844,0,0,0,0,0,0,0,0,0,0,0
1487300513044,0,0,0,0,0,0,0,0,0,0,0
1487300513244,0,0,0,0,0,0,0,0,0,0,0
1487300513444,0,0,0,0,0,0,0,0,0,0,0
1487300513643,0,0,0,0,0,0,0,0,0,0,0
1487300513844,0,0,0,0,0,0,0,0,0,0,0
1487300514044,0,0,0,0,0,0,0,0,0,0,0
1487300514243,0,0,0,0,0,0,0,0,0,0,0
1487300514444,0,0,0,0,0,0,0,0,0,0,0
1487300514644,0,0,0,0,0,0,0,0,0,0,0
1487300514844,0,0,0,0,0,0,0,0,0,0,0
1487300515044,0,0,0,0,0,0,0,0,0,0,0
1487300515244,0,0,0,0,0,0,0,0,0,0,0
1487300515443,0,0,0,0,0,0,0,0,0,0,0
1487300515644,0,0,0,0,0,0,0,0,0,0,0
1487300515844,0,0,0,0,0,0,0,0,0,0,0
1487300516044,0,0,0,0,0,0,0,0,0,0,0
1487300516243,0,0,0,0,0,0,0,0,0,0,0
1487300516444,0,0,0,0,0,0,0,0,0,0,0
1487300516644,0,0,0,0,0,0,0,0,0,0,0
1487300516844,0,0,0,0,0,0,0,0,0,0,0
1487300517044,0,0,0,0,0,0,0,0,0,0,0
1487300517243,0,0,0,0,0,0,0,0,0,0,0
1487300517444,0,0,0,0,0,0,0,0,0,0,0
1487300517644,0,0,0,0,0,0,0,0,0,0,0
1487300517844,0,0,0,0,0,0,0,0,0,0,0
1487300518044,0,0,0,0,0,0,0,0,0,0,0
1487300518244,0,0,0,0,0,0,0,0,0,0,0
1487300518444,0,0,0,0,0,0,0,0,0,0,0
