1487300509440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,0,0,0
1487300509643,59.99,59.99,59.99,59.99,59.99,59.99,59.98,59.98,59.98,59.99,59.99,59.99,59.98,59.99,59.99,59.99,59.98,59.99,59.99,59.99,59.98,59.98,59.99,59.99,59.98,59.98,59.98,59.98,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.98,59.98,59.98,59.99,59.98,59.98,59.99,59.99,59.99,59.99,59.99,59.97
1487300509843,59.99,59.99,59.99,59.99,59.96,59.96,59.01,59.06,59.99,59.99,59.99,59.99,61.11,60.51,60.51,60.51,61.11,60.24,60.24,60.24,60.47,60.47,59.96,59.96,60.5,59.66,60.51,59.22,59.99,59.99,59.99,59.99,59.99,59.84,59.84,59.84,59.99,59.84,59.84,59.99,59.99,59.48,59.99,59.99,59.99,59.99,59.99,59.42
1487300510044,59.99,59.99,59.99,59.99,59.96,59.96,56.61,58.1,59.99,59.99,59.99,59.99,61.12,60.51,60.51,60.51,61.12,60.24,60.24,60.24,60.47,60.47,59.96,59.96,60.5,59.66,60.51,58.35,59.99,59.99,59.99,59.99,59.99,59.84,59.84,59.84,59.99,59.84,59.84,59.99,59.99,59.48,59.99,59.99,59.99,59.99,59.99,59.43
1487300510244,59.99,59.99,59.99,59.99,59.96,59.96,54.21,58.1,59.99,59.99,59.99,59.99,61.12,60.51,60.51,60.51,61.12,60.24,60.24,60.24,60.47,60.47,59.96,59.96,60.5,59.66,60.51,58.35,59.99,59.99,59.99,59.99,59.99,59.84,59.84,59.84,59.99,59.84,59.84,59.99,59.99,59.48,60,60,60,60,60,59.44
1487300510443,59.99,59.99,59.99,59.99,59.96,59.96,52.84,58.1,58.49,59.99,59.99,59.99,61.12,60.51,60.51,60.51,61.12,60.24,60.24,60.24,60.47,60.47,59.96,59.96,60.5,59.66,60.51,58.35,59.99,59.99,59.99,59.99,59.99,59.84,59.84,59.84,59.65,59.84,59.84,59.99,59.99,59.48,59.99,59.99,59.99,59.99,59.99,59.45
1487300510643,59.99,59.99,59.99,59.99,59.96,59.96,52.84,58.1,56.09,59.99,59.99,59.99,61.12,60.51,60.51,60.51,61.12,60.24,60.24,60.24,60.47,60.47,59.96,59.96,60.5,59.66,60.51,58.35,59.99,59.99,59.99,59.99,59.99,59.84,59.84,59.84,59.65,59.84,59.84,59.99,59.99,59.48,59.99,59.99,59.99,59.99,59.99,59.45
1487300510844,59.99,59.99,59.99,59.99,59.96,59.96,52.84,58.1,56.02,59.99,59.99,59.99,61.12,60.51,60.51,60.51,61.12,60.24,60.24,60.24,60.47,60.47,59.96,59.96,60.5,59.66,60.51,58.35,59.99,59.99,59.99,59.99,59.99,59.84,59.84,59.84,59.65,59.84,59.84,59.99,59.99,59.48,60,60,60,60,60,59.46
1487300511044,59.99,59.99,59.99,59.99,59.96,59.96,52.84,58.1,56.02,59.99,59.99,59.99,61.12,60.51,60.51,60.51,61.12,60.24,60.24,60.24,60.47,60.47,59.96,59.96,60.5,59.66,60.51,58.35,59.99,59.99,59.99,59.99,59.99,59.84,59.84,59.84,59.65,59.84,59.84,59.99,59.99,59.48,60,60,60,60,60,59.46
1487300511244,59.99,59.99,59.99,59.99,59.96,59.96,52.84,58.1,56.02,59.99,59.99,59.99,61.12,60.51,60.51,60.51,61.12,60.24,60.24,60.24,60.47,60.47,59.96,59.96,60.5,59.66,60.51,58.35,59.99,59.99,59.99,59.99,59.99,59.84,59.84,59.84,59.65,59.84,59.84,59.99,59.99,59.48,60,60,60,60,60,59.46
1487300511444,60,60,60,60,59.96,59.96,52.84,58.1,56.02,60,60,60,61.12,60.51,60.51,60.51,61.12,60.24,60.24,60.24,60.47,60.47,59.96,59.96,60.5,59.66,60.51,58.35,60,60,60,60,60,59.84,59.84,59.84,59.65,59.84,59.84,60,59.91,59.48,60,60,60,60,60,59.46
1487300511644,59.99,59.99,59.99,59.99,59.96,59.96,52.84,58.1,56.02,59.99,59.99,59.99,61.12,60.51,60.51,60.51,61.12,60.24,60.24,60.24,60.47,60.47,59.96,59.96,60.5,59.66,60.51,58.35,59.99,59.99,59.99,59.99,59.99,59.84,59.84,59.84,59.65,59.84,59.84,59.99,59.71,59.48,60,60,60,60,60,59.45
1487300511844,59.99,59.99,59.99,59.99,59.96,59.96,52.84,58.1,56.02,59.99,59.99,59.99,61.12,60.51,60.51,60.51,61.12,60.24,60.24,60.24,60.47,60.47,59.96,59.96,60.5,59.66,60.51,58.35,59.99,59.99,59.99,59.99,59.99,59.84,59.84,59.84,59.65,59.84,59.84,59.99,59.71,59.48,60,60,60,60,60,59.45
1487300512043,59.99,59.99,59.99,59.99,59.96,59.96,52.84,58.1,56.02,59.99,59.99,59.99,61.12,60.51,60.51,60.51,61.12,60.24,60.24,60.24,60.47,60.47,59.96,59.96,60.5,59.66,60.51,58.35,59.99,59.99,59.99,59.99,59.99,59.84,59.84,59.84,59.65,59.84,59.84,59.99,59.71,59.48,60,60,60,60,60,59.45
1487300512244,59.99,59.99,59.99,59.99,59.96,59.96,52.84,58.1,56.02,59.99,59.99,59.99,61.12,60.51,60.51,60.51,61.12,60.24,60.24,60.24,60.47,60.47,59.96,59.96,60.5,59.66,60.51,58.35,59.99,59.99,59.99,59.99,59.99,59.84,59.84,59.84,59.65,59.84,59.84,59.99,59.71,59.48,60,60,60,60,60,59.45
1487300512444,59.99,59.99,59.99,59.99,59.96,59.96,52.84,58.1,56.02,59.99,59.99,59.99,61.12,60.51,60.51,60.51,61.12,60.24,60.24,60.24,60.47,60.47,59.96,59.96,60.5,59.66,60.51,58.35,59.99,59.99,59.99,59.99,59.99,59.84,59.84,59.84,59.65,59.84,59.84,59.99,59.71,59.48,60,60,60,60,60,59.45
1487300512644,59.99,59.99,59.99,59.99,59.96,59.96,52.84,58.1,56.02,59.99,59.99,59.99,61.12,60.51,60.51,60.51,61.12,60.24,60.24,60.24,60.47,60.47,59.96,59.96,60.5,59.66,60.51,58.35,59.99,59.99,59.99,59.99,59.99,59.84,59.84,59.84,59.65,59.84,59.84,59.99,59.71,59.48,60,60,60,60,60,59.46
1487300512844,59.99,59.99,59.99,59.99,59.96,59.96,52.84,58.1,56.02,59.99,59.99,59.99,61.12,60.51,60.51,60.51,61.12,60.24,60.24,60.24,60.47,60.47,59.96,59.96,60.5,59.66,60.51,58.35,59.99,59.99,59.99,59.99,59.99,59.84,59.84,59.84,59.65,59.84,59.84,59.99,59.71,59.48,60,60,60,60,60,59.46
1487300513044,59.99,59.99,59.99,59.99,59.96,59.96,52.84,58.1,56.02,59.99,59.99,59.99,61.12,60.51,60.51,60.51,61.12,60.24,60.24,60.24,60.47,60.47,59.96,59.96,60.5,59.66,60.51,58.35,59.99,59.99,59.99,59.99,59.99,59.84,59.84,59.84,59.65,59.84,59.84,59.99,59.71,59.48,60,60,60,60,60,59.46
1487300513244,60,60,60,60,59.96,59.96,52.84,58.1,56.02,60,60,60,61.12,60.51,60.51,60.51,61.12,60.24,60.24,60.24,60.47,60.47,59.96,59.96,60.5,59.66,60.51,58.35,60,60,60,59.8,59.8,59.84,59.84,59.84,59.65,59.84,59.84,60,59.71,59.48,60,60,60,60,60,59.45
1487300513444,59.99,59.99,59.99,59.99,59.96,59.96,52.84,58.1,56.02,59.99,59.99,59.99,61.12,60.51,60.51,60.51,61.12,60.24,60.24,60.24,60.47,60.47,59.96,59.96,60.5,59.66,60.51,58.35,59.99,59.99,59.99,59.46,59.46,59.84,59.84,59.84,59.65,59.84,59.84,59.99,59.71,59.48,60,60,60,60,60,59.45
1487300513643,59.99,59.99,59.99,59.99,59.96,59.96,52.84,58.1,56.02,59.99,59.99,59.99,61.12,60.51,60.51,60.51,61.12,60.24,60.24,60.24,60.47,60.47,59.96,59.96,60.5,59.66,60.51,58.35,59.99,59.99,59.99,59.46,59.46,59.84,59.84,59.84,59.65,59.84,59.84,59.99,59.71,59.48,60,60,60,60,60,59.45
1487300513844,59.99,59.99,59.99,59.99,59.96,59.96,52.84,58.1,56.02,59.99,59.99,59.99,61.12,60.51,60.51,60.51,61.12,60.24,60.24,60.24,60.47,60.47,59.96,59.96,60.5,59.66,60.51,58.35,59.99,59.99,59.99,59.46,59.46,59.84,59.84,59.84,59.65,59.84,59.84,59.99,59.71,59.48,60,60,60,60,60,59.45
1487300514044,59.99,59.99,59.99,59.99,59.96,59.96,52.84,58.1,56.02,59.99,59.99,59.99,61.12,60.51,60.51,60.51,61.12,60.24,60.24,60.24,60.47,60.47,59.96,59.96,60.5,59.66,60.51,58.35,59.99,59.99,59.99,59.46,59.46,59.84,59.84,59.84,59.65,59.84,59.84,59.99,59.71,59.48,60,60,60,60,60,59.45
